Timestamp,Total Unit,Beban SMP
2026-06-24 09:31:30,0,0.0
2026-06-24 09:31:35,0,0.0
2026-06-24 13:42:51,0,0.0
2026-06-24 13:42:56,0,0.0
2026-06-24 14:00:47,1,0.5
2026-06-24 14:08:45,8,5.5
2026-06-24 14:08:50,7,5.0
2026-06-24 14:08:55,8,5.5
2026-06-24 14:09:00,7,5.0
2026-06-24 14:09:05,6,4.5
2026-06-24 14:09:11,6,5.0
2026-06-24 14:09:16,6,4.5
2026-06-24 17:18:12,6,4.5
